id,text,survey_item_code,survey_item_codes,raw_survey_item_code,source
IPIP_FULL_1140,Don't like action movies.,X119,['X119'],X119,IPIP Alphabetical Item List
IPIP_FULL_1141,Don't like being away from civilization.,P384,['P384'],P384,IPIP Alphabetical Item List
IPIP_FULL_1142,Don't like being interrupted.,Q105,['Q105'],Q105,IPIP Alphabetical Item List
IPIP_FULL_1143,Don't like being laughed at.,Q109,['Q109'],Q109,IPIP Alphabetical Item List
IPIP_FULL_1144,Don't like crowded events.,X99,['X99'],X99,IPIP Alphabetical Item List
IPIP_FULL_1145,Don't like getting dirt on my hands.,Q43,['Q43'],Q43,IPIP Alphabetical Item List
IPIP_FULL_1146,Don't like running errands for others.,P465,['P465'],P465,IPIP Alphabetical Item List
IPIP_FULL_1147,Don't like seeing people dressed carelessly.,Q72,['Q72'],Q72,IPIP Alphabetical Item List
IPIP_FULL_1148,Don't like sex.,Q212,['Q212'],Q212,IPIP Alphabetical Item List
IPIP_FULL_1149,Don't like the idea of change.,H910,['H910'],H910,IPIP Alphabetical Item List
IPIP_FULL_1150,Don't like to be noticed when I walk into a room.,T950,['T950'],T950,IPIP Alphabetical Item List
IPIP_FULL_1151,Don't like to draw attention to myself.,X68,['X68'],X68,IPIP Alphabetical Item List
IPIP_FULL_1152,Don't like to get dressed up.,E53,['E53'],E53,IPIP Alphabetical Item List
IPIP_FULL_1153,Don't like to get involved in other people's problems.,X103,['X103'],X103,IPIP Alphabetical Item List
IPIP_FULL_1154,Don't like to learn new things.,V38,['V38'],V38,IPIP Alphabetical Item List
IPIP_FULL_1155,Don't like to ponder over things.,H1378,['H1378'],H1378,IPIP Alphabetical Item List
IPIP_FULL_1156,"Don't like to share, even when others desperately need what I have.",T953,['T953'],T953,IPIP Alphabetical Item List
IPIP_FULL_1157,Don't like to spend money.,Q240,['Q240'],Q240,IPIP Alphabetical Item List
IPIP_FULL_1158,Don't like to travel.,X264,['X264'],X264,IPIP Alphabetical Item List
IPIP_FULL_1159,Don't lose my head.,H384,['H384'],H384,IPIP Alphabetical Item List
IPIP_FULL_1160,Don't make a big deal about gifts that I receive.,V152,['V152'],V152,IPIP Alphabetical Item List
IPIP_FULL_1161,Don't mind asking for favors.,E27,['E27'],E27,IPIP Alphabetical Item List
IPIP_FULL_1162,Don't mind being the center of attention.,X78,['X78'],X78,IPIP Alphabetical Item List
IPIP_FULL_1163,Don't mind cutting in line.,T960,['T960'],T960,IPIP Alphabetical Item List
IPIP_FULL_1164,Don't mind eating alone.,E72,['E72'],E72,IPIP Alphabetical Item List
IPIP_FULL_1165,Don't mind others making fun of me.,P350,['P350'],P350,IPIP Alphabetical Item List
IPIP_FULL_1166,Don't miss group meetings or team practices.,V27,['V27'],V27,IPIP Alphabetical Item List
IPIP_FULL_1167,Don't pay attention.,H1423,['H1423'],H1423,IPIP Alphabetical Item List
IPIP_FULL_1168,Don't pay enough attention when others are speaking to me.,R66,['R66'],R66,IPIP Alphabetical Item List
IPIP_FULL_1169,Don't pay much attention to the material objects other people own.,M61,['M61'],M61,IPIP Alphabetical Item List
IPIP_FULL_1170,Don't place much emphasis on the amount of material objects people own as a sign of their success.,M49,['M49'],M49,IPIP Alphabetical Item List
IPIP_FULL_1171,Don't plan anything very far in advance.,A90,['A90'],A90,IPIP Alphabetical Item List
IPIP_FULL_1172,Don't pretend to be more than I am.,Q35,['Q35'],Q35,IPIP Alphabetical Item List
IPIP_FULL_1173,Don't pride myself on being original.,V122,['V122'],V122,IPIP Alphabetical Item List
IPIP_FULL_1174,Don't put a lot of thought into things.,E179,['E179'],E179,IPIP Alphabetical Item List
IPIP_FULL_1175,Don't put my mind on the task at hand.,H854,['H854'],H854,IPIP Alphabetical Item List
IPIP_FULL_1176,Don't quit a task before it is finished.,V12,['V12'],V12,IPIP Alphabetical Item List
IPIP_FULL_1177,Don't read nonfiction books for fun.,V332,['V332'],V332,IPIP Alphabetical Item List
IPIP_FULL_1178,Don't reveal my intentions.,H1109,['H1109'],H1109,IPIP Alphabetical Item List
IPIP_FULL_1179,Don't see much hope for myself.,T1004,['T1004'],T1004,IPIP Alphabetical Item List
IPIP_FULL_1180,Don't see the consequences of things.,H1393,['H1393'],H1393,IPIP Alphabetical Item List
IPIP_FULL_1181,Don't see things through.,H885,['H885'],H885,IPIP Alphabetical Item List
IPIP_FULL_1182,Don't show my feelings.,V334,['V334'],V334,IPIP Alphabetical Item List
IPIP_FULL_1183,Don't soften the truth.,E103,['E103'],E103,IPIP Alphabetical Item List
IPIP_FULL_1184,Don't speak my mind freely when there might be negative results.,V130,['V130'],V130,IPIP Alphabetical Item List
IPIP_FULL_1185,Don't strive for elegance in my appearance.,P371,['P371'],P371,IPIP Alphabetical Item List
IPIP_FULL_1186,Don't take orders well.,T976,['T976'],T976,IPIP Alphabetical Item List
IPIP_FULL_1187,Don't talk a lot.,X56,['X56'],X56,IPIP Alphabetical Item List
IPIP_FULL_1188,Don't talk badly to outsiders about my own group.,V167,['V167'],V167,IPIP Alphabetical Item List
IPIP_FULL_1189,Don't tend to think things through critically.,V118,['V118'],V118,IPIP Alphabetical Item List
IPIP_FULL_1190,Don't think about different possibilities when making decisions.,V25,['V25'],V25,IPIP Alphabetical Item List
IPIP_FULL_1191,Don't think about more possibilities than the one I like first.,V168,['V168'],V168,IPIP Alphabetical Item List
IPIP_FULL_1192,Don't think as well as I used to.,Q153,['Q153'],Q153,IPIP Alphabetical Item List
IPIP_FULL_1193,Don't think I should have to wait in lines like others.,T980,['T980'],T980,IPIP Alphabetical Item List
IPIP_FULL_1194,Don't think it's important to socialize with others.,V299,['V299'],V299,IPIP Alphabetical Item List
IPIP_FULL_1195,Don't think much about sex.,Q80,['Q80'],Q80,IPIP Alphabetical Item List
IPIP_FULL_1196,Don't think of tomorrow.,H880,['H880'],H880,IPIP Alphabetical Item List
IPIP_FULL_1197,Don't think straight when I am upset.,T1006,['T1006'],T1006,IPIP Alphabetical Item List
IPIP_FULL_1198,Don't think that I'm better than other people.,Q175,['Q175'],Q175,IPIP Alphabetical Item List
IPIP_FULL_1199,Don't think that laws apply to me.,H579,['H579'],H579,IPIP Alphabetical Item List
IPIP_FULL_1200,Don't think that schooling is important.,E49,['E49'],E49,IPIP Alphabetical Item List
IPIP_FULL_1201,Don't tolerate critics.,H709,['H709'],H709,IPIP Alphabetical Item List
IPIP_FULL_1202,Don't try to figure myself out.,P363,['P363'],P363,IPIP Alphabetical Item List
IPIP_FULL_1203,Don't try to get even.,V253,['V253'],V253,IPIP Alphabetical Item List
IPIP_FULL_1204,Don't understand people who get emotional.,E156,['E156'],E156,IPIP Alphabetical Item List
IPIP_FULL_1205,Don't understand things.,H1438,['H1438'],H1438,IPIP Alphabetical Item List
IPIP_FULL_1206,Don't use harsh language.,Q11,['Q11'],Q11,IPIP Alphabetical Item List
IPIP_FULL_1207,Don't usually enjoy listening to people tell stories about events that have happened in their lives.,D76,['D76'],D76,IPIP Alphabetical Item List
IPIP_FULL_1208,Don't want to cause trouble.,H1059,['H1059'],H1059,IPIP Alphabetical Item List
IPIP_FULL_1209,Don't waste time with others' troubles.,V128,['V128'],V128,IPIP Alphabetical Item List
IPIP_FULL_1210,Don't wear fashionable clothing.,Q100,['Q100'],Q100,IPIP Alphabetical Item List
IPIP_FULL_1211,Don't worry about things that have already happened.,E150,['E150'],E150,IPIP Alphabetical Item List
IPIP_FULL_1212,"Doubt people who claim to be ""healers.""",P344,['P344'],P344,IPIP Alphabetical Item List
IPIP_FULL_1213,"Doubt reports of so-called ""mystical experiences.""",P496,['P496'],P496,IPIP Alphabetical Item List
IPIP_FULL_1214,Doubt that most politicians are corrupt.,X134,['X134'],X134,IPIP Alphabetical Item List
IPIP_FULL_1215,Doubt the motives of others when I am complimented.,T1012,['T1012'],T1012,IPIP Alphabetical Item List
IPIP_FULL_1216,Doubt the value of religion.,P392,['P392'],P392,IPIP Alphabetical Item List
IPIP_FULL_1217,Dread getting up in the morning.,V78,['V78'],V78,IPIP Alphabetical Item List
IPIP_FULL_1218,Dress to attract sexual attention.,T1015,['T1015'],T1015,IPIP Alphabetical Item List
IPIP_FULL_1219,Dress to make an impression.,T1016,['T1016'],T1016,IPIP Alphabetical Item List
IPIP_FULL_1220,Drove or rode somewhere without remembering later what happened during all or part of the trip.,B1,['B1'],B1,IPIP Alphabetical Item List
IPIP_FULL_1221,Drown out conversations.,H532,['H532'],H532,IPIP Alphabetical Item List
IPIP_FULL_1222,Dwell on the past.,E4,['E4'],E4,IPIP Alphabetical Item List
IPIP_FULL_1223,Eagerly look forward to things to come.,H36,['H36'],H36,IPIP Alphabetical Item List
IPIP_FULL_1224,Easily find things to laugh or joke about.,W139,['W139'],W139,IPIP Alphabetical Item List
IPIP_FULL_1225,Easily laugh at myself.,Q213,['Q213'],Q213,IPIP Alphabetical Item List
IPIP_FULL_1226,Easily lose my train of thought.,T1022,['T1022'],T1022,IPIP Alphabetical Item List
IPIP_FULL_1227,Easily lose track of reality.,T1023,['T1023'],T1023,IPIP Alphabetical Item List
IPIP_FULL_1228,Easily resist temptations.,X274,['X274'],X274,IPIP Alphabetical Item List
IPIP_FULL_1229,Echo what others say.,H1135,['H1135'],H1135,IPIP Alphabetical Item List
IPIP_FULL_1230,Embarrass others.,H91,['H91'],H91,IPIP Alphabetical Item List
IPIP_FULL_1231,Encourage others' criticisms.,H1343,['H1343'],H1343,IPIP Alphabetical Item List
IPIP_FULL_1232,Engage in discussions.,H61,['H61'],H61,IPIP Alphabetical Item List
IPIP_FULL_1233,Enjoy a good brawl.,T1031,['T1031'],T1031,IPIP Alphabetical Item List
IPIP_FULL_1234,Enjoy a good ethnic joke among friends.,X257,['X257'],X257,IPIP Alphabetical Item List
IPIP_FULL_1235,Enjoy beating the system.,T1034,['T1034'],T1034,IPIP Alphabetical Item List
IPIP_FULL_1236,Enjoy being barefoot.,P446,['P446'],P446,IPIP Alphabetical Item List
IPIP_FULL_1237,Enjoy being on the go.,H2015,['H2015'],H2015,IPIP Alphabetical Item List
IPIP_FULL_1238,Enjoy being part of a group.,H2016,"['H2016', 'V58']","H2016, V58",IPIP Alphabetical Item List
IPIP_FULL_1239,Enjoy being part of a loud crowd.,E56,['E56'],E56,IPIP Alphabetical Item List
IPIP_FULL_1240,Enjoy being reckless.,E35,['E35'],E35,IPIP Alphabetical Item List
IPIP_FULL_1241,"Enjoy being thought of as a normal ""mainstream"" person.",D99,['D99'],D99,IPIP Alphabetical Item List
IPIP_FULL_1242,Enjoy bringing people together.,X161,['X161'],X161,IPIP Alphabetical Item List
IPIP_FULL_1243,Enjoy cartoons.,X229,['X229'],X229,IPIP Alphabetical Item List
IPIP_FULL_1244,Enjoy contemplation.,H1217,"['H1217', 'X48']","H1217, X48",IPIP Alphabetical Item List
IPIP_FULL_1245,Enjoy crude jokes.,E23,['E23'],E23,IPIP Alphabetical Item List
IPIP_FULL_1246,Enjoy discussing movies and books with others.,E47,['E47'],E47,IPIP Alphabetical Item List
IPIP_FULL_1247,Enjoy dreaming about a perfect mate.,V99,['V99'],V99,IPIP Alphabetical Item List
IPIP_FULL_1248,Enjoy driving fast and passing cars on the highway.,T1043,['T1043'],T1043,IPIP Alphabetical Item List
IPIP_FULL_1249,Enjoy eating in restaurants.,X116,['X116'],X116,IPIP Alphabetical Item List
IPIP_FULL_1250,Enjoy elaborate ceremonies.,P345,['P345'],P345,IPIP Alphabetical Item List
IPIP_FULL_1251,Enjoy examining myself and my life.,E133,['E133'],E133,IPIP Alphabetical Item List
IPIP_FULL_1252,Enjoy feeding animals.,X266,['X266'],X266,IPIP Alphabetical Item List
IPIP_FULL_1253,"Enjoy feeling ""close to the earth.""",Q186,['Q186'],Q186,IPIP Alphabetical Item List
IPIP_FULL_1254,Enjoy flirting with complete strangers.,T1045,['T1045'],T1045,IPIP Alphabetical Item List
IPIP_FULL_1255,Enjoy flirting.,V273,['V273'],V273,IPIP Alphabetical Item List
IPIP_FULL_1256,Enjoy games of strategy.,E90,['E90'],E90,IPIP Alphabetical Item List
IPIP_FULL_1257,Enjoy going to social gatherings.,T1048,['T1048'],T1048,IPIP Alphabetical Item List
IPIP_FULL_1258,Enjoy having control over someone.,A95,['A95'],A95,IPIP Alphabetical Item List
IPIP_FULL_1259,Enjoy hearing new ideas.,X166,['X166'],X166,IPIP Alphabetical Item List
IPIP_FULL_1260,Enjoy hurting someone physically.,T1052,['T1052'],T1052,IPIP Alphabetical Item List
IPIP_FULL_1261,Enjoy imagining what life is like for people in other places or who have lives different from mine.,W64,['W64'],W64*,IPIP Alphabetical Item List
IPIP_FULL_1262,Enjoy injuring myself.,T1053,['T1053'],T1053,IPIP Alphabetical Item List
IPIP_FULL_1263,Enjoy intellectual games.,Q160,['Q160'],Q160,IPIP Alphabetical Item List
IPIP_FULL_1264,Enjoy manipulating other people's feelings.,A105,['A105'],A105,IPIP Alphabetical Item List
IPIP_FULL_1265,Enjoy my privacy.,E83,['E83'],E83,IPIP Alphabetical Item List
IPIP_FULL_1266,Enjoy my work.,H2017,['H2017'],H2017,IPIP Alphabetical Item List
IPIP_FULL_1267,Enjoy myself while with others.,H14,['H14'],H14,IPIP Alphabetical Item List
IPIP_FULL_1268,Enjoy offering directions to tourists.,E38,['E38'],E38,IPIP Alphabetical Item List
IPIP_FULL_1269,Enjoy physical exercise.,H2018,['H2018'],H2018,IPIP Alphabetical Item List
IPIP_FULL_1270,Enjoy reading.,H2019,['H2019'],H2019,IPIP Alphabetical Item List
IPIP_FULL_1271,Enjoy reflecting on past events.,E139,['E139'],E139,IPIP Alphabetical Item List
IPIP_FULL_1272,Enjoy science fiction.,X131,['X131'],X131,IPIP Alphabetical Item List
IPIP_FULL_1273,Enjoy sexual experiences intensely.,Q245,['Q245'],Q245,IPIP Alphabetical Item List
IPIP_FULL_1274,Enjoy silence.,E94,['E94'],E94,IPIP Alphabetical Item List
IPIP_FULL_1275,Enjoy spending money on things that aren't practical.,M40,['M40'],M40,IPIP Alphabetical Item List
IPIP_FULL_1276,Enjoy spending time by myself.,X88,['X88'],X88,IPIP Alphabetical Item List
IPIP_FULL_1277,Enjoy taking leisurely strolls.,P426,['P426'],P426,IPIP Alphabetical Item List
IPIP_FULL_1278,Enjoy taking my clothes off in front of others.,T1064,['T1064'],T1064,IPIP Alphabetical Item List
IPIP_FULL_1279,Enjoy teamwork.,X271,['X271'],X271,IPIP Alphabetical Item List
IPIP_FULL_1280,Enjoy the beauty of nature.,W15,"['W15', 'X261']","W15, X261",IPIP Alphabetical Item List
IPIP_FULL_1281,Enjoy the feel of self-inflicted pain.,T1066,['T1066'],T1066,IPIP Alphabetical Item List
IPIP_FULL_1282,Enjoy the feeling of scalding myself with hot water.,T1067,['T1067'],T1067,IPIP Alphabetical Item List
IPIP_FULL_1283,Enjoy the thrill that comes with fearful situations.,Q9,['Q9'],Q9,IPIP Alphabetical Item List
IPIP_FULL_1284,Enjoy the warm feeling of being in a group of good friends.,T1070,['T1070'],T1070,IPIP Alphabetical Item List
IPIP_FULL_1285,Enjoy thinking about things.,E145,['E145'],E145,IPIP Alphabetical Item List
IPIP_FULL_1286,Enjoy thought-provoking movies.,E42,['E42'],E42,IPIP Alphabetical Item List
IPIP_FULL_1287,Enjoy torturing people.,T1071,['T1071'],T1071,IPIP Alphabetical Item List
IPIP_FULL_1288,Enjoy using my charm.,V314,['V314'],V314,IPIP Alphabetical Item List
IPIP_FULL_1289,Enjoy wild flights of fantasy.,X238,['X238'],X238,IPIP Alphabetical Item List
IPIP_FULL_1290,Enjoy working with people more than working alone.,T1075,['T1075'],T1075,IPIP Alphabetical Item List
IPIP_FULL_1291,Enjoyed life.,N17,['N17'],N17,IPIP Alphabetical Item List
IPIP_FULL_1292,Enjoyed school.,Q20,['Q20'],Q20,IPIP Alphabetical Item List
IPIP_FULL_1293,Exaggerate my abilities.,H753,['H753'],H753,IPIP Alphabetical Item List
IPIP_FULL_1294,Exaggerate things.,H1155,['H1155'],H1155,IPIP Alphabetical Item List
IPIP_FULL_1295,Examine my motives constantly.,P377,['P377'],P377,IPIP Alphabetical Item List
IPIP_FULL_1296,Excel in nothing at all.,H1388,"['H1388', 'X149']","H1388, X149",IPIP Alphabetical Item List
IPIP_FULL_1297,Excel in what I do.,H1174,"['H1174', 'X8']","H1174, X8",IPIP Alphabetical Item List
IPIP_FULL_1298,Exert my authority.,H778,['H778'],H778,IPIP Alphabetical Item List
IPIP_FULL_1299,Expect dedicated work from others.,H270,['H270'],H270,IPIP Alphabetical Item List
IPIP_FULL_1300,Expect nothing less than perfection.,T1084,['T1084'],T1084,IPIP Alphabetical Item List
IPIP_FULL_1301,Expect others to thank me for generous things that I do for them.,W205,['W205'],W205,IPIP Alphabetical Item List
IPIP_FULL_1302,Expect people not to like me.,T1085,['T1085'],T1085,IPIP Alphabetical Item List
IPIP_FULL_1303,Expect the worst to happen.,T1086,['T1086'],T1086,IPIP Alphabetical Item List
IPIP_FULL_1304,Expect the worst.,V36,['V36'],V36,IPIP Alphabetical Item List
IPIP_FULL_1305,Expect things to fail.,H645,['H645'],H645,IPIP Alphabetical Item List
IPIP_FULL_1306,Experience a lot of physical pain.,Q158,['Q158'],Q158,IPIP Alphabetical Item List
IPIP_FULL_1307,Experience altered states of consciousness.,Q164,['Q164'],Q164,IPIP Alphabetical Item List
IPIP_FULL_1308,Experience deep emotions when I see beautiful things.,V102,['V102'],V102,IPIP Alphabetical Item List
IPIP_FULL_1309,Experience longer periods of sadness or depression than other people seem to.,D53,['D53'],D53,IPIP Alphabetical Item List
IPIP_FULL_1310,Experience moods that bounce around like a pinball machine.,T1091,['T1091'],T1091,IPIP Alphabetical Item List
IPIP_FULL_1311,Experience my emotions intensely.,X92,['X92'],X92,IPIP Alphabetical Item List
IPIP_FULL_1312,Experience pangs of hunger that cause me to devour everything insight.,A110,['A110'],A110,IPIP Alphabetical Item List
IPIP_FULL_1313,Experience panic spells.,A23,['A23'],A23,IPIP Alphabetical Item List
IPIP_FULL_1314,Experience supernatural guidance.,Q7,['Q7'],Q7,IPIP Alphabetical Item List
IPIP_FULL_1315,Experience very few emotional highs and lows.,X267,['X267'],X267,IPIP Alphabetical Item List
IPIP_FULL_1316,Experience very vivid and lively memories when I recall my childhood.,A19,['A19'],A19,IPIP Alphabetical Item List
IPIP_FULL_1317,Express childlike joy.,H66,['H66'],H66,IPIP Alphabetical Item List
IPIP_FULL_1318,Express disapproval.,H282,['H282'],H282,IPIP Alphabetical Item List
IPIP_FULL_1319,Express my affection physically.,H24,['H24'],H24,IPIP Alphabetical Item List
IPIP_FULL_1320,Express my happiness in a childlike manner.,A7,['A7'],A7,IPIP Alphabetical Item List
IPIP_FULL_1321,Express my thanks to those who care about me.,V26,['V26'],V26,IPIP Alphabetical Item List
IPIP_FULL_1322,Express myself easily.,H17,['H17'],H17,IPIP Alphabetical Item List
IPIP_FULL_1323,Face danger confidently.,Q126,['Q126'],Q126,IPIP Alphabetical Item List
IPIP_FULL_1324,Face problems directly.,H363,['H363'],H363,IPIP Alphabetical Item List
IPIP_FULL_1325,Fail to notice beauty until other comment on it.,V139,['V139'],V139,IPIP Alphabetical Item List
